id,name,manufacturer,model,category,price_brl,power_w,efficiency,voltage_v,current_a,image,image_url,source,availability,description,image_tier,specs_count
"neosolar_chargers_20043","https://portal.zydon.com.br/api/files/d926de50-d753-453d-95c8-19ef3baba058/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","chargers","1000","","","12","","images\NEOSOLAR-CHARGERS\NEOSOLAR_CHARGERS_20043.jpg","images\NEOSOLAR-CHARGERS\NEOSOLAR_CHARGERS_20043.jpg","portalb2b.neosolar.com.br","false","Bomba Solar Superfície 12V Shurflo 2088 - até 35m ou 4.750 L/dia","high","1"
"neosolar_chargers_20861","https://portal.zydon.com.br/api/files/6d85d17e-76a5-424a-864d-4fdf5a83ce0c/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","chargers","1445","500","","","76","images\NEOSOLAR-CHARGERS\NEOSOLAR_CHARGERS_20861.jpg","images\NEOSOLAR-CHARGERS\NEOSOLAR_CHARGERS_20861.jpg","portalb2b.neosolar.com.br","false","""Bomba Solar ZTROON 3"""" - 45m ou 25m³/dia | 3ZTPC5-45-48-500W""","high","2"
"neosolar_chargers_21757","https://portal.zydon.com.br/api/files/ab60c860-b511-4bf3-a282-03cfda4cc71b/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","chargers","0","","","","","images\NEOSOLAR-CHARGERS\NEOSOLAR_CHARGERS_21757.jpg","images\NEOSOLAR-CHARGERS\NEOSOLAR_CHARGERS_21757.jpg","portalb2b.neosolar.com.br","false","Kit Bomba Solar Anauger R100 STD - até 40m ou 4.600 L/dia","high","0"
"neosolar_chargers_24715","https://portal.zydon.com.br/api/files/5ea4a37d-0760-4da0-9553-7dfa2c64efa7/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","chargers","28864","23490","","380","4","images\NEOSOLAR-CHARGERS\NEOSOLAR_CHARGERS_24715.jpg","images\NEOSOLAR-CHARGERS\NEOSOLAR_CHARGERS_24715.jpg","portalb2b.neosolar.com.br","false","Kit Solar p/ Bomba (CA) até 10CV 380V - Apollo GS500 11G - 23.49kWp","high","3"
"neosolar_chargers_24714","https://portal.zydon.com.br/api/files/e1e996fb-c9d5-4ff4-8b82-264c320f9ac3/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","chargers","22301","18270","","380","9","images\NEOSOLAR-CHARGERS\neosolar_chargers_24714.jpg","images\NEOSOLAR-CHARGERS\neosolar_chargers_24714.jpg","portalb2b.neosolar.com.br","false","Kit Solar p/ Bomba (CA) até 7.5CV 380V - Apollo GS500 7.5G - 18.27kWp","high","3"
"neosolar_chargers_24713","https://portal.zydon.com.br/api/files/eaf99130-ac79-4c3a-a0c4-c8a143d6d11b/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","chargers","7599","","","240","3","images\NEOSOLAR-CHARGERS\neosolar_chargers_24713.jpg","images\NEOSOLAR-CHARGERS\neosolar_chargers_24713.jpg","portalb2b.neosolar.com.br","false","""Kit Solar p/ Bomba (CA) até 3CV 240V - Apollo GS500 2.2G-2SB - 5","high","2"
"neosolar_chargers_21751","https://portal.zydon.com.br/api/files/b9605151-bb09-4947-9a4f-90e8ff88644a/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","chargers","0","","","","9","images\NEOSOLAR-CHARGERS\neosolar_chargers_21751.jpg","images\NEOSOLAR-CHARGERS\neosolar_chargers_21751.jpg","portalb2b.neosolar.com.br","false","Kit Bomba Solar Anauger P100 MAXX - até 40m ou 8.600 L/dia","high","1"
"neosolar_chargers_21741","https://portal.zydon.com.br/api/files/fc73ba4c-0a8c-4a57-a468-4f7106ed1530/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","chargers","0","","","12","","images\NEOSOLAR-CHARGERS\neosolar_chargers_21741.jpg","images\NEOSOLAR-CHARGERS\neosolar_chargers_21741.jpg","portalb2b.neosolar.com.br","false","Kit Bomba Solar 12V Shurflo 2088 MAXX - até 35m ou 4.750 L/dia","high","2"
"neosolar_chargers_21743","https://portal.zydon.com.br/api/files/61c45504-b478-43fa-9391-54c2481a3cc9/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","chargers","0","","","24","2481","images\NEOSOLAR-CHARGERS\neosolar_chargers_21743.jpg","images\NEOSOLAR-CHARGERS\neosolar_chargers_21743.jpg","portalb2b.neosolar.com.br","false","Kit Bomba Solar 24V Shurflo 9325 - até 70m ou 2.520 L/dia","high","2"
"neosolar_chargers_21756","https://portal.zydon.com.br/api/files/568a94ba-44d0-4501-8571-d8a624ea49eb/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","chargers","0","","","","568","images\NEOSOLAR-CHARGERS\neosolar_chargers_21756.jpg","images\NEOSOLAR-CHARGERS\neosolar_chargers_21756.jpg","portalb2b.neosolar.com.br","false","Kit Bomba Solar Anauger R100 MAXX - até 40m ou 8.600 L/dia","high","1"
"neosolar_chargers_21755","https://portal.zydon.com.br/api/files/ac1b53cb-4987-4b7c-968f-46a9e4d2f0c7/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","chargers","0","","","","46","images\NEOSOLAR-CHARGERS\neosolar_chargers_21755.jpg","images\NEOSOLAR-CHARGERS\neosolar_chargers_21755.jpg","portalb2b.neosolar.com.br","false","Kit Bomba Solar Anauger P100 STD - até 40m ou 4.600 L/dia","high","1"
"neosolar_chargers_21742","https://portal.zydon.com.br/api/files/a21caffb-f1c0-42ae-ae81-480cc44c54ae/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","chargers","0","","","12","42","images\NEOSOLAR-CHARGERS\neosolar_chargers_21742.jpg","images\NEOSOLAR-CHARGERS\neosolar_chargers_21742.jpg","portalb2b.neosolar.com.br","false","Kit Bomba Solar 12V Shurflo 2088 STD - até 14m ou 4.750 L/dia","high","2"
"neosolar_chargers_26526","https://portalb2b.neosolar.com.br/b2b-noimage-white.svg","NEOSOLAR","","chargers","8098","","","","","images\NEOSOLAR-CHARGERS\neosolar_chargers_26526.jpg","images\NEOSOLAR-CHARGERS\neosolar_chargers_26526.jpg","portalb2b.neosolar.com.br","false","https://portalb2b.neosolar.com.br/b2b-noimage-white.svg","high","0"
"neosolar_chargers_26361","https://portalb2b.neosolar.com.br/b2b-noimage-white.svg","NEOSOLAR","","chargers","27514","23490","","380","","images\NEOSOLAR-CHARGERS\neosolar_chargers_26361.jpg","images\NEOSOLAR-CHARGERS\neosolar_chargers_26361.jpg","portalb2b.neosolar.com.br","false","Kit Solar p/ Bomba (CA) até 10CV 380V - Apollo GS500 11G - 23.49kWp","high","2"
"neosolar_chargers_26525","https://portalb2b.neosolar.com.br/b2b-noimage-white.svg","NEOSOLAR","","chargers","6611","","","","","images\NEOSOLAR-CHARGERS\neosolar_chargers_26525.jpg","images\NEOSOLAR-CHARGERS\neosolar_chargers_26525.jpg","portalb2b.neosolar.com.br","false","https://portalb2b.neosolar.com.br/b2b-noimage-white.svg","high","0"
"neosolar_chargers_26359","https://portal.zydon.com.br/api/files/81e6092a-b1d7-4a42-8486-ba68758fc7d6/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","chargers","7403","","","240","6092","images\NEOSOLAR-CHARGERS\neosolar_chargers_26359.jpg","images\NEOSOLAR-CHARGERS\neosolar_chargers_26359.jpg","portalb2b.neosolar.com.br","false","""Kit Solar p/ Bomba (CA) até 3CV 240V - Apollo GS500 2.2G-2SB - 5","high","2"
"neosolar_chargers_20858","https://portal.zydon.com.br/api/files/2ca2d6db-5ffd-4cc1-8bd9-1bf494ee5acf/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","chargers","1365","210","","","5","images\NEOSOLAR-CHARGERS\neosolar_chargers_20858.jpg","images\NEOSOLAR-CHARGERS\neosolar_chargers_20858.jpg","portalb2b.neosolar.com.br","false","""Bomba Solar ZTROON 3"""" - 77m ou 6m³/dia | 3ZTS1.2-77-24-210W""","high","2"
"neosolar_chargers_20866","https://portal.zydon.com.br/api/files/4d490dce-709d-4a2c-96c1-8ab22506df7d/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","chargers","1284","","","","4","images\NEOSOLAR-CHARGERS\neosolar_chargers_20866.jpg","images\NEOSOLAR-CHARGERS\neosolar_chargers_20866.jpg","portalb2b.neosolar.com.br","false","Bomba Solar Superfície ZTROON - 24m ou 30m³/dia | ZTHF6-24-48-550","high","1"
"neosolar_chargers_20873","https://portal.zydon.com.br/api/files/331a10ac-c599-4890-bad0-285615bf2b4a/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","chargers","888","","","96","331","images\NEOSOLAR-CHARGERS\neosolar_chargers_20873.jpg","images\NEOSOLAR-CHARGERS\neosolar_chargers_20873.jpg","portalb2b.neosolar.com.br","false","Driver para Bomba Solar ZTROON - Controlador MPPT de 96V","high","2"
"neosolar_chargers_20865","https://portal.zydon.com.br/api/files/455e03c7-4db1-46ac-9eb6-08ae1196e1ef/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","chargers","1003","","","","46","images\NEOSOLAR-CHARGERS\neosolar_chargers_20865.jpg","images\NEOSOLAR-CHARGERS\neosolar_chargers_20865.jpg","portalb2b.neosolar.com.br","false","Bomba Solar Superfície ZTROON - 25m ou 10m³/dia | ZTQB2-25-24-210","high","1"
"neosolar_chargers_24468","https://portal.zydon.com.br/api/files/2a1ffd08-5396-4a60-a730-9bcf57310513/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","chargers","3220","","","","2","images\NEOSOLAR-CHARGERS\neosolar_chargers_24468.jpg","images\NEOSOLAR-CHARGERS\neosolar_chargers_24468.jpg","portalb2b.neosolar.com.br","false","""Bomba Solar Híbrida ZTROON 4"""" - até 125m ou 70m³/dia | 4ZTPC14-125-200-2200-A/D""","high","1"
"neosolar_chargers_24594","https://portal.zydon.com.br/api/files/6fd654a3-7fae-4837-9068-0bab56a24ead/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","chargers","2177","500","","","654","images\NEOSOLAR-CHARGERS\neosolar_chargers_24594.jpg","images\NEOSOLAR-CHARGERS\neosolar_chargers_24594.jpg","portalb2b.neosolar.com.br","false","Kit Bomba Solar Centrífuga ZTROON - 3ZTPC5-45-48-500W - até 900Wp","high","2"
"neosolar_chargers_24593","https://portal.zydon.com.br/api/files/0671dd0f-4a06-47d8-965c-29f1b84ec353/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","chargers","2042","500","","","4","images\NEOSOLAR-CHARGERS\neosolar_chargers_24593.jpg","images\NEOSOLAR-CHARGERS\neosolar_chargers_24593.jpg","portalb2b.neosolar.com.br","false","Kit Bomba Solar Centrífuga ZTROON - 3ZTPC5-45-48-500W - até 45m ou 30.000 L/dia","high","2"
"neosolar_chargers_24609","https://portal.zydon.com.br/api/files/39bbe792-30cf-4e00-8374-1dbf86473b1c/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","chargers","2041","550","","","","images\NEOSOLAR-CHARGERS\neosolar_chargers_24609.jpg","images\NEOSOLAR-CHARGERS\neosolar_chargers_24609.jpg","portalb2b.neosolar.com.br","false","Kit Bomba Solar Superfície ZTROON - ZTHF6-24-48-550W - até 900Wp","high","1"
"neosolar_chargers_23762","https://portal.zydon.com.br/api/files/b7be913e-d2a5-4cd5-9c88-f37c2e7fa9ff/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","chargers","1262","210","","","2","images\NEOSOLAR-CHARGERS\neosolar_chargers_23762.jpg","images\NEOSOLAR-CHARGERS\neosolar_chargers_23762.jpg","portalb2b.neosolar.com.br","false","Kit Bomba Solar Superfície ZTROON - ZTQB2-25-24-210W - até 25m ou 12m³/dia","high","2"
"FORTLEV-GROWATT-THOR07AS-P","Carregador EV Growatt THOR07AS-P 7kW","Growatt","","ev_chargers","3423.66","7","","","7","","/images/placeholder-charger.jpg","","true","Carregador EV Growatt THOR07AS-P 7kW","","2"
"FORTLEV-FOXESS-A7300P1-E-2","Carregador EV FoxESS A7300P1-E-2 7.3kW","FoxESS","","ev_chargers","2811.46","7.3","","","","","/images/placeholder-charger.jpg","","true","Carregador EV FoxESS A7300P1-E-2 7.3kW","","1"
