id,name,manufacturer,model,category,price_brl,power_w,efficiency,voltage_v,current_a,image,image_url,source,availability,description,image_tier,specs_count
"neosolar_inverters_21824","Inversor Híbrido On + Off Grid Deye SUN5K - 5000W - 48/220V","DEYE","","inverters","0","5000","5","220","","images\NEOSOLAR-INVERTERS\neosolar_inverters_21824.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_21824.jpg","portalb2b.neosolar.com.br","false","---","high","5"
"neosolar_inverters_22021","Inversor Off Grid Senoidal  ZTROON ZT1000-22 - 1000W - 24/220V","ZTROON","","inverters","796","1000","1000","220","","images\NEOSOLAR-INVERTERS\neosolar_inverters_22021.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_22021.jpg","portalb2b.neosolar.com.br","false","Inversor Off Grid ZTROON ZT1000-22 – Senoidal Pura – Potência Contínua: 1000 W – Tensão: 24/220 V – Garantia de 18 meses (já incluídos os 90 dias da garantia legal).","high","5"
"neosolar_inverters_22099","Inversor Híbrido On + Off Grid Deye SUN5K (EU) SG01 - 5000W - 48/220V","DEYE","","inverters","8689","5000","5","220","","images\NEOSOLAR-INVERTERS\neosolar_inverters_22099.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_22099.jpg","portalb2b.neosolar.com.br","false","""Inversor Solar On Grid Híbrido Deye de 5000W para sistemas conectados à rede e entrada para bateria 48Vcc. Possui função 2 em 1 (Inversor + carregador de bateria)","high","5"
"neosolar_inverters_22025","Inversor Off Grid Senoidal  ZTROON ZT2000-22 - 2000W - 24/220V","ZTROON","","inverters","1232","2000","2000","220","","images\NEOSOLAR-INVERTERS\neosolar_inverters_22025.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_22025.jpg","portalb2b.neosolar.com.br","false","Inversor Off Grid ZTROON ZT2000-22– Senoidal Pura – Potência Contínua: 2000 W – Tensão: 24/220 Vca – Garantia de 18 meses (já incluídos os 90 dias da garantia legal).","high","5"
"neosolar_inverters_22144","Inversor Híbrido On + Off Grid Deye SUN5K - 5000W - 48/220V","DEYE","","inverters","7555","5000","5","220","","images\NEOSOLAR-INVERTERS\neosolar_inverters_22144.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_22144.jpg","portalb2b.neosolar.com.br","false","""Inversor Solar On Grid Híbrido Deye de 3600W (EU) para sistemas conectados à rede e entrada para bateria 48Vcc. Possui função 2 em 1 (Inversor + carregador de bateria)","high","5"
"neosolar_inverters_22159","Inversor Híbrido On + Off Grid Deye SUN5K (US) - 5000W - 48/120-240V","DEYE","","inverters","11037","5000","5","240","","images\NEOSOLAR-INVERTERS\neosolar_inverters_22159.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_22159.jpg","portalb2b.neosolar.com.br","false","""Inversor Solar On Grid Híbrido Deye de 5000W (US) para sistemas conectados à rede e entrada para bateria 48Vcc. Possui função 2 em 1 (Inversor + carregador de bateria)","high","5"
"neosolar_inverters_21306","Inversor Carregador Epever HP5542 - 5500W - MPPT 100A - 48/220V","EPEVER","","inverters","4513","5500","5542","220","100","images\NEOSOLAR-INVERTERS\neosolar_inverters_21306.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_21306.jpg","portalb2b.neosolar.com.br","false","P. Surto: 8.500W | Faixa MPPT: 85 ~ 400V | Paralelismo: Máx. 16 un | Compatível c/ Lítio","high","6"
"neosolar_inverters_24872","Inversor On Grid Livoltek 10kW 220V Monofásico - GT1-10KT2","NEOSOLAR","","inverters","3555","10000","10","220","16","images\NEOSOLAR-INVERTERS\neosolar_inverters_24872.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_24872.jpg","portalb2b.neosolar.com.br","false","3 MPPTS (16A + 16A + 16A) | PVmax: 15kW | Tensão Máxima: 600V | Com AFCI | Garantia: 10 anos","high","9"
"neosolar_inverters_20564","Inversor Off Grid Senoidal ZTROON ZT600-12 - 600W - 12/ 220V","ZTROON","","inverters","550","600","600","220","","images\NEOSOLAR-INVERTERS\neosolar_inverters_20564.jpg","images\NEOSOLAR-INVERTERS\neosolar_inverters_20564.jpg","portalb2b.neosolar.com.br","false","Inversor Off Grid ZTROON ZT600-12 – Senoidal Pura – Potência Contínua: 600 W – Tensão: 12/220 V – Garantia de 18 meses (já incluídos os 90 dias da garantia legal).","high","5"
"odex_inverters_ODEX-PAINEL-ODEX-585W","Painel Solar Odex 585W","Odex","Odex","inverters","490","585","585","585","","images\ODEX-INVERTERS\ODEX-ODEX-ESTRUTURA-SOLARGROUP-COLONIAL.jpg","images\ODEX-INVERTERS\ODEX-ODEX-ESTRUTURA-SOLARGROUP-COLONIAL.jpg","plataforma.odex.com.br","true","Painel Solar Odex 585W","high","5"
"odex_inverters_ODEX-PAINEL-ODEX-600W","Painel Solar Odex 600W","Odex","Odex","inverters","499","600","600","600","","images\ODEX-INVERTERS\ODEX-ODEX-ESTRUTURA-SOLARGROUP-COLONIAL.jpg","images\ODEX-INVERTERS\ODEX-ODEX-ESTRUTURA-SOLARGROUP-COLONIAL.jpg","plataforma.odex.com.br","true","Painel Solar Odex 600W","high","5"
"odex_inverters_ODEX-PAINEL-ODEX-610W","Painel Solar Odex 610W","Odex","Odex","inverters","505","610","610","610","","images\ODEX-INVERTERS\ODEX-ODEX-ESTRUTURA-SOLARGROUP-COLONIAL.jpg","images\ODEX-INVERTERS\ODEX-ODEX-ESTRUTURA-SOLARGROUP-COLONIAL.jpg","plataforma.odex.com.br","true","Painel Solar Odex 610W","high","5"
"odex_inverters_ODEX-PAINEL-ODEX-660W","Painel Solar Odex 660W","Odex","Odex","inverters","515","660","660","660","","images\ODEX-INVERTERS\ODEX-ODEX-ESTRUTURA-SOLARGROUP-COLONIAL.jpg","images\ODEX-INVERTERS\ODEX-ODEX-ESTRUTURA-SOLARGROUP-COLONIAL.jpg","plataforma.odex.com.br","true","Painel Solar Odex 660W","high","5"
"odex_inverters_ODEX-PAINEL-ODEX-700W","Painel Solar Odex 700W","Odex","Odex","inverters","519","700","700","700","","images\ODEX-INVERTERS\ODEX-ODEX-ESTRUTURA-SOLARGROUP-COLONIAL.jpg","images\ODEX-INVERTERS\ODEX-ODEX-ESTRUTURA-SOLARGROUP-COLONIAL.jpg","plataforma.odex.com.br","true","Painel Solar Odex 700W","high","5"
"odex_inverters_ODEX-PAINEL-ASTRONERGY-600W","Painel Solar Astronergy 600W","Astronergy","Astronergy","inverters","512","600","600","600","","images\ODEX-INVERTERS\ODEX-ODEX-PAINEL-ASTRONERGY-600W.jpg","images\ODEX-INVERTERS\ODEX-ODEX-PAINEL-ASTRONERGY-600W.jpg","plataforma.odex.com.br","true","Painel Solar Astronergy 600W","high","5"
"odex_inverters_ODEX-PAINEL-TSUN-560W","Painel Solar Tsun 560W","Tsun","Tsun","inverters","485","560","560","560","","images\ODEX-INVERTERS\ODEX-ODEX-PAINEL-TSUN-560W.jpg","images\ODEX-INVERTERS\ODEX-ODEX-PAINEL-TSUN-560W.jpg","plataforma.odex.com.br","true","Painel Solar Tsun 560W","high","5"
"odex_inverters_ODEX-PAINEL-JINKO-610W","Painel Solar Jinko 610W","Jinko","Jinko","inverters","508","610","610","610","","images\ODEX-INVERTERS\ODEX-ODEX-PAINEL-JINKO-610W.jpg","images\ODEX-INVERTERS\ODEX-ODEX-PAINEL-JINKO-610W.jpg","plataforma.odex.com.br","true","Painel Solar Jinko 610W","high","5"
"odex_inverters_ODEX-PAINEL-JINKO-615W","Painel Solar Jinko 615W","Jinko","Jinko","inverters","510","615","615","615","","images\ODEX-INVERTERS\ODEX-ODEX-PAINEL-JINKO-610W.jpg","images\ODEX-INVERTERS\ODEX-ODEX-PAINEL-JINKO-610W.jpg","plataforma.odex.com.br","true","Painel Solar Jinko 615W","high","5"
"odex_inverters_ODEX-INV-SAJ-3000W","Inversor Grid-Tie SAJ R5-3K-T2 BRL 3kW Monofásico 220V 2 MPPT","SAJ","","inverters","1599","3000","5","220","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-SAJ-3000W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Grid-Tie SAJ R5-3K-T2 BRL 3kW Monofásico 220V 2 MPPT","","7"
"odex_inverters_ODEX-INV-SAJ-4200W","Inversor Grid-Tie SAJ R5-4.2K-T2 BRL 4.2kW Monofásico 220V 2 MPPT","SAJ","","inverters","1899","4200","5","220","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-SAJ-4200W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Grid-Tie SAJ R5-4.2K-T2 BRL 4.2kW Monofásico 220V 2 MPPT","","7"
"odex_inverters_ODEX-INV-SAJ-5000W","Inversor Grid-Tie SAJ R5-5K-T2 BRL 5kW Monofásico 220V 2 MPPT","SAJ","","inverters","2499","5000","5","220","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-SAJ-5000W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Grid-Tie SAJ R5-5K-T2 BRL 5kW Monofásico 220V 2 MPPT","","7"
"odex_inverters_ODEX-INV-SAJ-6000W","Inversor Grid-Tie SAJ R5-6K-T2 BRL 6kW Monofásico 220V 2 MPPT","SAJ","","inverters","2899","6000","5","220","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-SAJ-6000W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Grid-Tie SAJ R5-6K-T2 BRL 6kW Monofásico 220V 2 MPPT","","7"
"odex_inverters_ODEX-INV-SAJ-8000W","Inversor Grid-Tie SAJ R5-8K-T2 BRL 8kW Bifásico 220V 2 MPPT","SAJ","","inverters","3499","8000","5","220","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-SAJ-8000W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Grid-Tie SAJ R5-8K-T2 BRL 8kW Bifásico 220V 2 MPPT","","7"
"odex_inverters_ODEX-INV-SAJ-10000W","Inversor Grid-Tie SAJ R5-10K-T2 BRL 10kW Trifásico 380V 2 MPPT","SAJ","","inverters","4299","10000","5","380","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-SAJ-10000W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Grid-Tie SAJ R5-10K-T2 BRL 10kW Trifásico 380V 2 MPPT","","7"
"odex_inverters_ODEX-INV-SAJ-12000W","Inversor Grid-Tie SAJ R5-12K-T2 BRL 12kW Trifásico 380V 2 MPPT","SAJ","","inverters","4899","12000","5","380","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-SAJ-12000W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Grid-Tie SAJ R5-12K-T2 BRL 12kW Trifásico 380V 2 MPPT","","7"
"odex_inverters_ODEX-INV-SAJ-15000W","Inversor Grid-Tie SAJ R5-15K-T2 BRL 15kW Trifásico 380V 2 MPPT","SAJ","","inverters","5499","15000","5","380","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-SAJ-15000W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Grid-Tie SAJ R5-15K-T2 BRL 15kW Trifásico 380V 2 MPPT","","7"
"odex_inverters_ODEX-INV-SAJ-17000W","Inversor Grid-Tie SAJ R5-17K-T2 BRL 17kW Trifásico 380V 2 MPPT","SAJ","","inverters","5999","17000","5","380","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-SAJ-17000W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Grid-Tie SAJ R5-17K-T2 BRL 17kW Trifásico 380V 2 MPPT","","7"
"odex_inverters_ODEX-INV-SAJ-20000W","Inversor Grid-Tie SAJ R5-20K-T2 BRL 20kW Trifásico 380V 2 MPPT","SAJ","","inverters","6899","20000","5","380","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-SAJ-20000W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Grid-Tie SAJ R5-20K-T2 BRL 20kW Trifásico 380V 2 MPPT","","7"
"odex_inverters_ODEX-INV-SAJ-25000W","Inversor Grid-Tie SAJ R5-25K-T2 BRL 25kW Trifásico 380V 2 MPPT","SAJ","","inverters","8499","25000","5","380","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-SAJ-25000W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Grid-Tie SAJ R5-25K-T2 BRL 25kW Trifásico 380V 2 MPPT","","7"
"odex_inverters_ODEX-INV-GROWATT-3000W","Inversor Grid-Tie Growatt MIN 3000TL-X 3kW Monofásico 220V 2 MPPT","Growatt","","inverters","1499","3000","3000","220","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-GROWATT-3000W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Grid-Tie Growatt MIN 3000TL-X 3kW Monofásico 220V 2 MPPT","","7"
"odex_inverters_ODEX-INV-GROWATT-3300W","Inversor Grid-Tie Growatt MIC 3300TL-X 3.3kW Monofásico 220V 2 MPPT","Growatt","","inverters","1699","3300","3300","220","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-GROWATT-3300W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Grid-Tie Growatt MIC 3300TL-X 3.3kW Monofásico 220V 2 MPPT","","7"
"odex_inverters_ODEX-INV-GROWATT-6000W","Inversor Grid-Tie Growatt MIC 6000TL-X 6kW Monofásico 220V 2 MPPT","Growatt","","inverters","2799","6000","6000","220","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-GROWATT-6000W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Grid-Tie Growatt MIC 6000TL-X 6kW Monofásico 220V 2 MPPT","","7"
"odex_inverters_ODEX-INV-GROWATT-8000W","Inversor Grid-Tie Growatt MOD 8KTL3-XH 8kW Trifásico 380V 2 MPPT","Growatt","","inverters","3899","8000","8","380","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-GROWATT-8000W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Grid-Tie Growatt MOD 8KTL3-XH 8kW Trifásico 380V 2 MPPT","","7"
"odex_inverters_ODEX-INV-GROWATT-10000W","Inversor Grid-Tie Growatt MOD 10KTL3-XH 10kW Trifásico 380V 2 MPPT","Growatt","","inverters","4499","10000","10","380","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-GROWATT-10000W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Grid-Tie Growatt MOD 10KTL3-XH 10kW Trifásico 380V 2 MPPT","","7"
"odex_inverters_ODEX-INV-GROWATT-15000W","Inversor Grid-Tie Growatt MOD 15KTL3-XH 15kW Trifásico 380V 2 MPPT","Growatt","","inverters","5999","15000","15","380","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-GROWATT-15000W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Grid-Tie Growatt MOD 15KTL3-XH 15kW Trifásico 380V 2 MPPT","","7"
"odex_inverters_ODEX-INV-GROWATT-20000W","Inversor Grid-Tie Growatt MOD 20KTL3-XH 20kW Trifásico 380V 2 MPPT","Growatt","","inverters","7299","20000","20","380","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-GROWATT-20000W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Grid-Tie Growatt MOD 20KTL3-XH 20kW Trifásico 380V 2 MPPT","","7"
"odex_inverters_ODEX-INV-GROWATT-25000W","Inversor Grid-Tie Growatt MOD 25KTL3-XH 25kW Trifásico 380V 2 MPPT","Growatt","","inverters","8899","25000","25","380","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-GROWATT-25000W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Grid-Tie Growatt MOD 25KTL3-XH 25kW Trifásico 380V 2 MPPT","","7"
"odex_inverters_ODEX-INV-GROWATT-50000W","Inversor Grid-Tie Growatt MAX 50KTL3-XH 50kW Trifásico 380V 4 MPPT","Growatt","","inverters","16999","50000","50","380","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-GROWATT-50000W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Grid-Tie Growatt MAX 50KTL3-XH 50kW Trifásico 380V 4 MPPT","","7"
"odex_inverters_ODEX-INV-GROWATT-75000W","Inversor Grid-Tie Growatt MAX 75KTL3-XH 75kW Trifásico 380V 6 MPPT","Growatt","","inverters","24999","75000","75","380","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-GROWATT-75000W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Grid-Tie Growatt MAX 75KTL3-XH 75kW Trifásico 380V 6 MPPT","","7"
"odex_inverters_ODEX-INV-GROWATT-100000W","Inversor Grid-Tie Growatt MAX 100KTL3-XH 100kW Trifásico 380V 8 MPPT","Growatt","","inverters","32999","100000","100","380","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-GROWATT-100000W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Grid-Tie Growatt MAX 100KTL3-XH 100kW Trifásico 380V 8 MPPT","","7"
"odex_inverters_ODEX-INV-GROWATT-125000W","Inversor Grid-Tie Growatt MAX 125KTL3-XH 125kW Trifásico 380V 10 MPPT","Growatt","","inverters","36667","125000","125","380","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-GROWATT-125000W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Grid-Tie Growatt MAX 125KTL3-XH 125kW Trifásico 380V 10 MPPT","","7"
"odex_inverters_ODEX-INV-CHINT-3000W","Inversor Grid-Tie Chint NXI-3.0K-T2 3kW Monofásico 220V 2 MPPT","Chint","","inverters","1449","3000","3","220","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-CHINT-3000W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Grid-Tie Chint NXI-3.0K-T2 3kW Monofásico 220V 2 MPPT","","7"
"odex_inverters_ODEX-INV-CHINT-5000W","Inversor Grid-Tie Chint NXI-5.0K-T2 5kW Monofásico 220V 2 MPPT","Chint","","inverters","2299","5000","5","220","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-CHINT-5000W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Grid-Tie Chint NXI-5.0K-T2 5kW Monofásico 220V 2 MPPT","","7"
"odex_inverters_ODEX-INV-CHINT-8000W","Inversor Grid-Tie Chint NXI-8.0K-T3 8kW Trifásico 380V 2 MPPT","Chint","","inverters","3699","8000","8","380","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-CHINT-8000W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Grid-Tie Chint NXI-8.0K-T3 8kW Trifásico 380V 2 MPPT","","7"
"odex_inverters_ODEX-INV-CHINT-10000W","Inversor Grid-Tie Chint NXI-10K-T3 10kW Trifásico 380V 2 MPPT","Chint","","inverters","4299","10000","10","380","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-CHINT-10000W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Grid-Tie Chint NXI-10K-T3 10kW Trifásico 380V 2 MPPT","","7"
"odex_inverters_ODEX-INV-SOFAR-3300W","Inversor Grid-Tie Sofar 3.3K-TL-G4 3.3kW Monofásico 220V 2 MPPT","Sofar","","inverters","1649","3300","3.3","220","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-SOFAR-3300W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Grid-Tie Sofar 3.3K-TL-G4 3.3kW Monofásico 220V 2 MPPT","","7"
"odex_inverters_ODEX-INV-SOFAR-5000W","Inversor Grid-Tie Sofar 5K-TL-G4 5kW Monofásico 220V 2 MPPT","Sofar","","inverters","2449","5000","5","220","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-SOFAR-5000W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Grid-Tie Sofar 5K-TL-G4 5kW Monofásico 220V 2 MPPT","","7"
"odex_inverters_ODEX-INV-SOFAR-6000W","Inversor Grid-Tie Sofar 6K-TL-G4 6kW Monofásico 220V 2 MPPT","Sofar","","inverters","2799","6000","6","220","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-SOFAR-6000W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Grid-Tie Sofar 6K-TL-G4 6kW Monofásico 220V 2 MPPT","","7"
"odex_inverters_ODEX-INV-DEYE-800W","Microinversor Deye SUN-M80G4-EU-Q0 800W 220V 2 painéis","Deye","","inverters","986","800","80","220","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-DEYE-800W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Microinversor Deye SUN-M80G4-EU-Q0 800W 220V 2 painéis","","5"
"odex_inverters_ODEX-INV-DEYE-1200W","Microinversor Deye SUN-M120G4-EU-Q0 1200W 220V 4 painéis","Deye","","inverters","1399","1200","120","220","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-DEYE-1200W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Microinversor Deye SUN-M120G4-EU-Q0 1200W 220V 4 painéis","","5"
"odex_inverters_ODEX-INV-DEYE-2400W","Microinversor Deye SUN-2400G3-EU-Q0 2400W 220V 8 painéis","Deye","","inverters","2499","2400","2400","220","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-DEYE-2400W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Microinversor Deye SUN-2400G3-EU-Q0 2400W 220V 8 painéis","","5"
"odex_inverters_ODEX-INV-GROWATT-3000W-1","Inversor Híbrido Growatt SPH 3000 3kW Monofásico 220V 48V 2 MPPT","Growatt","","inverters","3299","3000","3000","220","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-GROWATT-3000W-1.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Híbrido Growatt SPH 3000 3kW Monofásico 220V 48V 2 MPPT","","7"
"odex_inverters_ODEX-INV-GROWATT-4000W","Inversor Híbrido Growatt SPH 4000 4kW Monofásico 220V 48V 2 MPPT","Growatt","","inverters","3899","4000","4000","220","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-GROWATT-4000W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Híbrido Growatt SPH 4000 4kW Monofásico 220V 48V 2 MPPT","","7"
"odex_inverters_ODEX-INV-GROWATT-5000W","Inversor Híbrido Growatt SPH 5000 5kW Monofásico 220V 48V 2 MPPT","Growatt","","inverters","4499","5000","5000","220","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-GROWATT-5000W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Híbrido Growatt SPH 5000 5kW Monofásico 220V 48V 2 MPPT","","7"
"odex_inverters_ODEX-INV-GROWATT-6000W-1","Inversor Híbrido Growatt SPH 6000 6kW Monofásico 220V 48V 2 MPPT","Growatt","","inverters","4999","6000","6000","220","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-GROWATT-6000W-1.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Híbrido Growatt SPH 6000 6kW Monofásico 220V 48V 2 MPPT","","7"
"odex_inverters_ODEX-INV-GROWATT-8000W-1","Inversor Híbrido Growatt SPH 8000 8kW Monofásico 220V 48V 2 MPPT","Growatt","","inverters","5999","8000","8000","220","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-GROWATT-8000W-1.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Híbrido Growatt SPH 8000 8kW Monofásico 220V 48V 2 MPPT","","7"
"odex_inverters_ODEX-INV-GROWATT-10000W-1","Inversor Híbrido Growatt SPH 10000 10kW Trifásico 380V 51.2V 2 MPPT","Growatt","","inverters","7499","10000","10000","380","","images\FOTUS-KITS\FOTUS-KP02-710kWp-Ceramico-kits.jpg","images\FOTUS-KITS\FOTUS-KP02-710kWp-Ceramico-kits.jpg","plataforma.odex.com.br","true","Inversor Híbrido Growatt SPH 10000 10kW Trifásico 380V 51.2V 2 MPPT","high","7"
"odex_inverters_ODEX-INV-DEYE-5000W","Inversor Híbrido Deye SUN-5K-SG05LP1-EU 5kW Monofásico 220V 48V 2 MPPT","Deye","","inverters","4299","5000","5","220","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-DEYE-5000W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Híbrido Deye SUN-5K-SG05LP1-EU 5kW Monofásico 220V 48V 2 MPPT","","7"
"odex_inverters_ODEX-INV-DEYE-6000W","Inversor Híbrido Deye SUN-6K-SG05LP1-EU 6kW Monofásico 220V 48V 2 MPPT","Deye","","inverters","4799","6000","6","220","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-DEYE-6000W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Híbrido Deye SUN-6K-SG05LP1-EU 6kW Monofásico 220V 48V 2 MPPT","","7"
"odex_inverters_ODEX-INV-DEYE-8000W","Inversor Híbrido Deye SUN-8K-SG05LP1-EU 8kW Monofásico 220V 48V 2 MPPT","Deye","","inverters","5799","8000","8","220","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-DEYE-8000W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Híbrido Deye SUN-8K-SG05LP1-EU 8kW Monofásico 220V 48V 2 MPPT","","7"
"odex_inverters_ODEX-INV-SOLAX-5000W","Inversor Híbrido SolaX X1-Hybrid-5.0-T 5kW Monofásico 220V 48V 2 MPPT","SolaX","","inverters","4399","5000","100","220","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-SOLAX-5000W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Híbrido SolaX X1-Hybrid-5.0-T 5kW Monofásico 220V 48V 2 MPPT","","7"
"odex_inverters_ODEX-INV-SOLAX-8000W","Inversor Híbrido SolaX X3-Hybrid-8.0-D 8kW Trifásico 380V 96V 2 MPPT","SolaX","","inverters","7999","8000","3","380","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-SOLAX-8000W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Híbrido SolaX X3-Hybrid-8.0-D 8kW Trifásico 380V 96V 2 MPPT","","7"
"odex_inverters_ODEX-INV-SOLAX-10000W","Inversor Híbrido SolaX X3-Hybrid-10.0-D 10kW Trifásico 380V 96V 2 MPPT","SolaX","","inverters","9499","10000","3","380","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-INV-SOLAX-10000W.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Inversor Híbrido SolaX X3-Hybrid-10.0-D 10kW Trifásico 380V 96V 2 MPPT","","7"
"odex_inverters_ODEX-ESTRUTURA-SOLARGROUP-FIBROCIMENTO","Estrutura Solar Group Fibrocimento Grande","Solar Group","","inverters","103","","","ESTRUTURA SOLAR GROUP FIBROCIMENTO GRANDE ESTRUTURA SOLAR GROUP FIBROCIMENTO GRANDE","","/catalog/images/ODEX-INVERTERS/ODEX-ODEX-ESTRUTURA-SOLARGROUP-FIBROCIMENTO.jpg","/images/placeholder-inverter.jpg","plataforma.odex.com.br","true","Estrutura Solar Group Fibrocimento Grande","","2"
