MuiStack-root href,MuiBox-root src,MuiTypography-root,MuiTypography-root 2,MuiTypography-root 3,MuiTypography-root 4,notranslate,MuiButtonBase-root 3
https://portalb2b.neosolar.com.br/novo-pedido/produto/20873,https://portal.zydon.com.br/api/files/1aa70766-cf1e-425e-950c-73205fca4e74/content?ingress=portalb2b.neosolar.com.br,Driver para Bomba Solar ZTROON - Controlador MPPT de 96V,"Sensor de nível de poço para Bomba Solar ZTROON, compatível com todos os modelos de Bombas ZTROON (Helicoidal, Centrífuga e de Superfície).","Sensor de nível de poço para Bomba Solar ZTROON, compatível com todos os modelos de Bombas ZTROON (Helicoidal, Centrífuga e de Superfície).","R$ 888,81",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/20872,https://portal.zydon.com.br/api/files/f9582980-ec31-4173-b165-ec407ceeba6f/content?ingress=portalb2b.neosolar.com.br,Driver para Bomba Solar ZTROON - Controlador MPPT de 48V,"Sensor de nível de poço para Bomba Solar ZTROON, compatível com todos os modelos de Bombas ZTROON (Helicoidal, Centrífuga e de Superfície).","Sensor de nível de poço para Bomba Solar ZTROON, compatível com todos os modelos de Bombas ZTROON (Helicoidal, Centrífuga e de Superfície).","R$ 690,15",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/21294,https://portal.zydon.com.br/api/files/8e54df63-16da-49b8-b88f-8d6378dc5bae/content?ingress=portalb2b.neosolar.com.br,Bomba Solar Superfície ZTROON - 17m ou 250m³/dia | ZTHF50-17-96-1500,"Superfície | 2CV | Conexão: 3"" | CC: 110-150V | Sucção Max: 6m | Apenas Água Limpa","Superfície | 2CV | Conexão: 3"" | CC: 110-150V | Sucção Max: 6m | Apenas Água Limpa","R$ 1.766,94",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/24019,https://portal.zydon.com.br/api/files/d2c63e11-a924-4b82-a994-89254b5507c7/content?ingress=portalb2b.neosolar.com.br,Kit Bomba Solar Superfície ZTROON - ZTHF50-17-96-1500W - até 17m ou 270m³/dia,Potência do Kit: 2.720Wp | Vazão máxima: 270.000 L/dia | Altura Manométrica máxima: 17m | Composição: 8 Painéis Solares de 340Wp + 1 Bomba Solar Superfície.,Potência do Kit: 2.720Wp | Vazão máxima: 270.000 L/dia | Altura Manométrica máxima: 17m | Composição: 8 Painéis Solares de 340Wp + 1 Bomba Solar Superfície.,"R$ 5.200,08",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/24473,https://portal.zydon.com.br/api/files/6d62d439-8ed4-4d3c-b345-9c47cadac00e/content?ingress=portalb2b.neosolar.com.br,Inversor Drive Solar p/ Bomba 10CV Trifásica - APOLLO GS500-11G-4TB,2.2kW| CA/CC Solar | CA: Mono 220~240V 23A | CC: 200~400Vcc | Saida CA: Tri 220~240V 10A,2.2kW| CA/CC Solar | CA: Mono 220~240V 23A | CC: 200~400Vcc | Saida CA: Tri 220~240V 10A,"R$ 3.543,83",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/24249,https://portal.zydon.com.br/api/files/772224e9-9d93-45b5-8a35-233d99f588a0/content?ingress=portalb2b.neosolar.com.br,Kit Bomba Solar Anauger R100 STD - até 40m ou 4.600 L/dia,Potência do Kit: 120Wp | Vazão máxima: 4.600 L/dia | Altura Manométrica máxima: 40m | Composição: 2 Painéis Solares de 60Wp + 1 Bomba Solar submersa.,Potência do Kit: 120Wp | Vazão máxima: 4.600 L/dia | Altura Manométrica máxima: 40m | Composição: 2 Painéis Solares de 60Wp + 1 Bomba Solar submersa.,"R$ 1.772,13",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/26900,https://portalb2b.neosolar.com.br/b2b-noimage-white.svg,Kit Solar p/ Bomba (CA) até 3CV 220V - Apollo GS500 2.2G-2SB - 4.96kWp,Motor Trifásico | Híbrido | Entrada: 23A | Saída: 10A | Potência: 2.2kW | Tensão: 200/400Vcc,Motor Trifásico | Híbrido | Entrada: 23A | Saída: 10A | Potência: 2.2kW | Tensão: 200/400Vcc,"R$ 7.862,30",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/24606,https://portal.zydon.com.br/api/files/340000bb-fb69-4221-9280-57e9ac3f7293/content?ingress=portalb2b.neosolar.com.br,Kit Bomba Solar Helicoidal ZTROON - 3ZTS1.7-109-48-500W - até 109 m ou 10.200 L/dia,Potência do Kit: 870Wp | Vazão máxima: 8.500 L/dia | Altura Manométrica máxima: 109m | Composição: 2 Painéis Solares de 435Wp + 1 Bomba Solar submersa Helicoidal.,Potência do Kit: 870Wp | Vazão máxima: 8.500 L/dia | Altura Manométrica máxima: 109m | Composição: 2 Painéis Solares de 435Wp + 1 Bomba Solar submersa Helicoidal.,"R$ 2.112,49",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/24475,https://portal.zydon.com.br/api/files/a2764dab-9208-430f-b8f0-aa11af8b1619/content?ingress=portalb2b.neosolar.com.br,"Inversor Drive Solar p/ Bomba 7,5CV Trifásica - APOLLO GS500-7.5G-4TB",7.5kW| CA/CC Solar | CA: Mono/Tri 220~380V 20.5A | CC: 350~800Vcc | Saida CA: Tri 220~380V 17A,7.5kW| CA/CC Solar | CA: Mono/Tri 220~380V 20.5A | CC: 350~800Vcc | Saida CA: Tri 220~380V 17A,"R$ 2.598,60",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/24608,https://portal.zydon.com.br/api/files/235b0238-222a-4987-a269-46d142ac1f8b/content?ingress=portalb2b.neosolar.com.br,Kit Bomba Solar Superfície ZTROON - ZTHF6-24-48-550W - até 24m ou 36m³/dia,Potência do Kit: 870Wp | Vazão máxima: 36.000 L/dia | Altura Manométrica máxima: 24m | Composição: 2 Painéis Solares de 435Wp + 1 Bomba Solar Superfície.,Potência do Kit: 870Wp | Vazão máxima: 36.000 L/dia | Altura Manométrica máxima: 24m | Composição: 2 Painéis Solares de 435Wp + 1 Bomba Solar Superfície.,"R$ 1.907,59",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/26902,https://portal.zydon.com.br/api/files/8a3276e9-8a4d-468c-b977-528688d934e2/content?ingress=portalb2b.neosolar.com.br,Kit Solar p/ Bomba (CA) até 10CV 380V - Apollo GS500 11G - 24.18kWp,Motor Trifásico | Híbrido | Entrada: 26A | Saída: 25A | Potência: 11kW | Tensão: 220/380Vcc,Motor Trifásico | Híbrido | Entrada: 26A | Saída: 25A | Potência: 11kW | Tensão: 220/380Vcc,"R$ 30.421,49",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/20045,https://portal.zydon.com.br/api/files/ef249691-d95d-4552-bd1e-410d6146870e/content?ingress=portalb2b.neosolar.com.br,Bomba Solar Submersa 24V Shurflo 9325- até 70m,---,,"R$ 2.891,77",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/24717,https://portal.zydon.com.br/api/files/b02062dd-503f-466c-a9f7-239a8f0f36f2/content?ingress=portalb2b.neosolar.com.br,Kit Solar p/ Bomba (CA) até 10CV 380V - Apollo GS500 11G - 24.18kWp,Motor Trifásico | Híbrido | Entrada: 26A | Saída: 25A | Potência: 11kW | Tensão: 220/380Vcc,Motor Trifásico | Híbrido | Entrada: 26A | Saída: 25A | Potência: 11kW | Tensão: 220/380Vcc,"R$ 25.936,95",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/25025,https://portal.zydon.com.br/api/files/e1314e53-fbec-41bf-be88-33f3f5cd8412/content?ingress=portalb2b.neosolar.com.br,Kit Solar p/ Bomba (CA) até 10CV 380V - Apollo GS500 11G - 23.39kWp,Motor Trifásico | Híbrido | Entrada: 26A | Saída: 25A | Potência: 11kW | Tensão: 220/380Vcc,Motor Trifásico | Híbrido | Entrada: 26A | Saída: 25A | Potência: 11kW | Tensão: 220/380Vcc,"R$ 26.433,36",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/27386,https://portalb2b.neosolar.com.br/b2b-noimage-white.svg,*KIT TESTE PORTAL B2B NÃO UTILIZAR*,teste *KIT TESTE PORTAL B2B NÃO UTILIZAR*,teste *KIT TESTE PORTAL B2B NÃO UTILIZAR*,,,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/25024,https://portal.zydon.com.br/api/files/c4246867-fa3d-406b-96af-325f3e22e2ea/content?ingress=portalb2b.neosolar.com.br,Kit Solar p/ Bomba (CA) até 7.5CV 380V - Apollo GS500 7.5G - 15.86kWp,Motor Trifásico | Híbrido | Entrada: 20.5A | Saída: 17A | Potência: 7.5kW | Tensão: 220/380Vcc,Motor Trifásico | Híbrido | Entrada: 20.5A | Saída: 17A | Potência: 7.5kW | Tensão: 220/380Vcc,"R$ 17.535,88",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/25012,https://portal.zydon.com.br/api/files/e2b51192-3fa9-44ca-a3cc-1027916c512a/content?ingress=portalb2b.neosolar.com.br,Kit Bomba Solar Híbrida ZTROON - 4ZTPC14-125-200-2200-A/D - até 125m ou 70.000L/dia,Potência do Kit: 4.270Wp | Vazão máxima: 70.000L/dia | Altura Manométrica máxima: 125m | Composição: 7 Painéis Solares Bifaciais de 610Wp + 1 Bomba Solar submersa Híbrida.,Potência do Kit: 4.270Wp | Vazão máxima: 70.000L/dia | Altura Manométrica máxima: 125m | Composição: 7 Painéis Solares Bifaciais de 610Wp + 1 Bomba Solar submersa Híbrida.,"R$ 6.116,15",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/26360,https://portal.zydon.com.br/api/files/c20c0bdb-e332-4394-879f-9d7427a99eb6/content?ingress=portalb2b.neosolar.com.br,Kit Solar p/ Bomba (CA) até 7.5CV 380V - Apollo GS500 7.5G - 18.27kWp,Motor Trifásico | Híbrido| Entrada: 20.5A | Saída: 17A | Potência: 7.5kW | Tensão: 220/380Vac,Motor Trifásico | Híbrido| Entrada: 20.5A | Saída: 17A | Potência: 7.5kW | Tensão: 220/380Vac,"R$ 20.152,26",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/20043,https://portal.zydon.com.br/api/files/d926de50-d753-453d-95c8-19ef3baba058/content?ingress=portalb2b.neosolar.com.br,Bomba Solar Superfície 12V Shurflo 2088 - até 35m ou 4.750 L/dia,---,,"R$ 1.000,09",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/21757,https://portal.zydon.com.br/api/files/ab60c860-b511-4bf3-a282-03cfda4cc71b/content?ingress=portalb2b.neosolar.com.br,Kit Bomba Solar Anauger R100 STD - até 40m ou 4.600 L/dia,Potência do Kit: 120Wp | Vazão máxima: 4.600 L/dia | Altura Manométrica máxima: 40m | Composição: 2 Painéis Solares de 60Wp + 1 Bomba Solar submersa.,Potência do Kit: 120Wp | Vazão máxima: 4.600 L/dia | Altura Manométrica máxima: 40m | Composição: 2 Painéis Solares de 60Wp + 1 Bomba Solar submersa.,,,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/24715,https://portal.zydon.com.br/api/files/5ea4a37d-0760-4da0-9553-7dfa2c64efa7/content?ingress=portalb2b.neosolar.com.br,Kit Solar p/ Bomba (CA) até 10CV 380V - Apollo GS500 11G - 23.49kWp,Motor Trifásico | Híbrido | Entrada: 26A | Saída: 25A | Potência: 11kW | Tensão: 220/380Vcc,Motor Trifásico | Híbrido | Entrada: 26A | Saída: 25A | Potência: 11kW | Tensão: 220/380Vcc,"R$ 28.864,19",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/24714,https://portal.zydon.com.br/api/files/e1e996fb-c9d5-4ff4-8b82-264c320f9ac3/content?ingress=portalb2b.neosolar.com.br,Kit Solar p/ Bomba (CA) até 7.5CV 380V - Apollo GS500 7.5G - 18.27kWp,Motor Trifásico | Híbrido| Entrada: 20.5A | Saída: 17A | Potência: 7.5kW | Tensão: 220/380Vac,Motor Trifásico | Híbrido| Entrada: 20.5A | Saída: 17A | Potência: 7.5kW | Tensão: 220/380Vac,"R$ 22.301,46",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/24713,https://portal.zydon.com.br/api/files/eaf99130-ac79-4c3a-a0c4-c8a143d6d11b/content?ingress=portalb2b.neosolar.com.br,"Kit Solar p/ Bomba (CA) até 3CV 240V - Apollo GS500 2.2G-2SB - 5,22kWp",-Motor Trifásico | Híbrido | Entrada: 23A | Saída: 10A | Potência: 2.2kW | Tensão: 220Vac,-Motor Trifásico | Híbrido | Entrada: 23A | Saída: 10A | Potência: 2.2kW | Tensão: 220Vac,"R$ 7.599,62",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/21751,https://portal.zydon.com.br/api/files/b9605151-bb09-4947-9a4f-90e8ff88644a/content?ingress=portalb2b.neosolar.com.br,Kit Bomba Solar Anauger P100 MAXX - até 40m ou 8.600 L/dia,Potência do Kit: 200Wp | Vazão máxima: 8.600 L/dia | Altura Manométrica máxima: 40m | Composição: 2 Painéis Solares de 100Wp + 1 Bomba Solar submersa.,Potência do Kit: 200Wp | Vazão máxima: 8.600 L/dia | Altura Manométrica máxima: 40m | Composição: 2 Painéis Solares de 100Wp + 1 Bomba Solar submersa.,,,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/21741,https://portal.zydon.com.br/api/files/fc73ba4c-0a8c-4a57-a468-4f7106ed1530/content?ingress=portalb2b.neosolar.com.br,Kit Bomba Solar 12V Shurflo 2088 MAXX - até 35m ou 4.750 L/dia,Potência do Kit: 200Wp | Vazão máxima: 4.750 L/dia | Altura Manométrica máxima: 35m | Composição: 2 Painéis Solares de 100Wp + 1 Bomba Solar de superfície.,Potência do Kit: 200Wp | Vazão máxima: 4.750 L/dia | Altura Manométrica máxima: 35m | Composição: 2 Painéis Solares de 100Wp + 1 Bomba Solar de superfície.,,,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/21743,https://portal.zydon.com.br/api/files/61c45504-b478-43fa-9391-54c2481a3cc9/content?ingress=portalb2b.neosolar.com.br,Kit Bomba Solar 24V Shurflo 9325 - até 70m ou 2.520 L/dia,Potência do Kit: 200Wp | Vazão máxima: 2.520 L/dia | Altura Manométrica máxima: 70m | Composição: 2 Painéis Solares de 100Wp + 1 Bomba Solar Submersa,Potência do Kit: 200Wp | Vazão máxima: 2.520 L/dia | Altura Manométrica máxima: 70m | Composição: 2 Painéis Solares de 100Wp + 1 Bomba Solar Submersa,,,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/21756,https://portal.zydon.com.br/api/files/568a94ba-44d0-4501-8571-d8a624ea49eb/content?ingress=portalb2b.neosolar.com.br,Kit Bomba Solar Anauger R100 MAXX - até 40m ou 8.600 L/dia,Potência do Kit: 200Wp | Vazão máxima: 8.600 L/dia | Altura Manométrica máxima: 40m | Composição: 2 Painéis Solares de 100Wp + 1 Bomba Solar submersa.,Potência do Kit: 200Wp | Vazão máxima: 8.600 L/dia | Altura Manométrica máxima: 40m | Composição: 2 Painéis Solares de 100Wp + 1 Bomba Solar submersa.,,,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/21755,https://portal.zydon.com.br/api/files/ac1b53cb-4987-4b7c-968f-46a9e4d2f0c7/content?ingress=portalb2b.neosolar.com.br,Kit Bomba Solar Anauger P100 STD - até 40m ou 4.600 L/dia,Potência do Kit: 120Wp | Vazão máxima: 4.600 L/dia | Altura Manométrica máxima: 40m | Composição: 2 Painéis Solares de 60Wp + 1 Bomba Solar submersa.,Potência do Kit: 120Wp | Vazão máxima: 4.600 L/dia | Altura Manométrica máxima: 40m | Composição: 2 Painéis Solares de 60Wp + 1 Bomba Solar submersa.,,,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/21742,https://portal.zydon.com.br/api/files/a21caffb-f1c0-42ae-ae81-480cc44c54ae/content?ingress=portalb2b.neosolar.com.br,Kit Bomba Solar 12V Shurflo 2088 STD - até 14m ou 4.750 L/dia,Potência do Kit: 155Wp | Vazão máxima: 4.750 L/dia | Altura Manométrica máxima: 14m | Composição: 1 Painel Solar de 155Wp + 1 Bomba Solar de superfície.,Potência do Kit: 155Wp | Vazão máxima: 4.750 L/dia | Altura Manométrica máxima: 14m | Composição: 1 Painel Solar de 155Wp + 1 Bomba Solar de superfície.,,,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/26526,https://portalb2b.neosolar.com.br/b2b-noimage-white.svg,,---,,"R$ 8.480,42",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/26361,https://portalb2b.neosolar.com.br/b2b-noimage-white.svg,Kit Solar p/ Bomba (CA) até 10CV 380V - Apollo GS500 11G - 23.49kWp,Motor Trifásico | Híbrido| Entrada: 26A | Saída: 25A | Potência: 11kW | Tensão: 220/380Vcc,Motor Trifásico | Híbrido| Entrada: 26A | Saída: 25A | Potência: 11kW | Tensão: 220/380Vcc,"R$ 26.237,72",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/26525,https://portalb2b.neosolar.com.br/b2b-noimage-white.svg,,---,,"R$ 7.280,60",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/26359,https://portal.zydon.com.br/api/files/81e6092a-b1d7-4a42-8486-ba68758fc7d6/content?ingress=portalb2b.neosolar.com.br,"Kit Solar p/ Bomba (CA) até 3CV 240V - Apollo GS500 2.2G-2SB - 5,22kWp",Motor Trifásico | Híbrido | Entrada: 23A | Saída: 10A | Potência: 2.2kW | Tensão: 220Vac,Motor Trifásico | Híbrido | Entrada: 23A | Saída: 10A | Potência: 2.2kW | Tensão: 220Vac,"R$ 7.117,23",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/24593,https://portal.zydon.com.br/api/files/0671dd0f-4a06-47d8-965c-29f1b84ec353/content?ingress=portalb2b.neosolar.com.br,Kit Bomba Solar Centrífuga ZTROON - 3ZTPC5-45-48-500W - até 45m ou 30.000 L/dia,Potência do Kit: 870Wp | Vazão máxima: 30.000 L/dia | Altura Manométrica máxima: 45m | Composição: 2 Painéis Solares de 435Wp + 1 Bomba Solar submersa Centrífuga.,Potência do Kit: 870Wp | Vazão máxima: 30.000 L/dia | Altura Manométrica máxima: 45m | Composição: 2 Painéis Solares de 435Wp + 1 Bomba Solar submersa Centrífuga.,"R$ 2.321,28",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/20863,https://portal.zydon.com.br/api/files/f5057807-4e5a-4e42-84a0-4a1a3adf5f13/content?ingress=portalb2b.neosolar.com.br,"Bomba Solar ZTROON 3"" - 180m ou 19m³/dia | 3ZTPC3.8-180-96-1500","Centrífuga | 2CV | Conexão: 1,25"" | CC: 110-150Vcc | Sub. Máx: 35m | Apenas Água Limpa","Centrífuga | 2CV | Conexão: 1,25"" | CC: 110-150Vcc | Sub. Máx: 35m | Apenas Água Limpa","R$ 1.927,65",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/23757,https://portal.zydon.com.br/api/files/699bb4b0-ff8e-44fc-8977-59a88b5bc923/content?ingress=portalb2b.neosolar.com.br,Kit Bomba Solar ZTROON - 3ZTPC3.8-180-96-1500W - até 180m ou 22.800 L/dia (23757),Potência do Kit: 2.720Wp | Vazão máxima: 22.800 L/dia | Altura Manométrica máxima: 180m | Composição: 8 Painéis Solares de 340Wp + 1 Bomba Solar submersa Centrífuga.,Potência do Kit: 2.720Wp | Vazão máxima: 22.800 L/dia | Altura Manométrica máxima: 180m | Composição: 8 Painéis Solares de 340Wp + 1 Bomba Solar submersa Centrífuga.,"R$ 5.355,96",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/23760,https://portal.zydon.com.br/api/files/c653cc8e-bcdb-4d99-b5c7-4689cb67ddd2/content?ingress=portalb2b.neosolar.com.br,Kit Bomba Solar Helicoidal ZTROON 3ZTS1.2-77-24-210W - até 77m ou 7.200 L/dia (23760),Potência do Kit: 340Wp | Vazão máxima: 7.200 L/dia | Altura Manométrica máxima: 77m | Composição: 1 Painel Solar de 340Wp + 1 Bomba Solar submersa Helicoidal.,Potência do Kit: 340Wp | Vazão máxima: 7.200 L/dia | Altura Manométrica máxima: 77m | Composição: 1 Painel Solar de 340Wp + 1 Bomba Solar submersa Helicoidal.,"R$ 1.788,72",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/20858,https://portal.zydon.com.br/api/files/2ca2d6db-5ffd-4cc1-8bd9-1bf494ee5acf/content?ingress=portalb2b.neosolar.com.br,"Bomba Solar ZTROON 3"" - 77m ou 6m³/dia | 3ZTS1.2-77-24-210W","Helicoidal | 210W | Conexão: 0,75"" | CC: 30-48Vcc | Sub. Máx: 30m | Apenas Água Limpa","Helicoidal | 210W | Conexão: 0,75"" | CC: 30-48Vcc | Sub. Máx: 30m | Apenas Água Limpa","R$ 1.365,18",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/20862,https://portal.zydon.com.br/api/files/e7886184-46e7-4a8c-a041-deef067e84ba/content?ingress=portalb2b.neosolar.com.br,"Bomba Solar ZTROON 3"" - 75m ou 26m³/dia | 3ZTPC5.2-75-96-750W","Centrífuga | 750W | Conexão: 1,5"" | CC: 110-150Vcc | Sub. Máx: 35m | Apenas Água Limpa","Centrífuga | 750W | Conexão: 1,5"" | CC: 110-150Vcc | Sub. Máx: 35m | Apenas Água Limpa","R$ 1.927,65",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/23759,https://portal.zydon.com.br/api/files/bdae5acc-18e6-451f-bb19-083da80777fa/content?ingress=portalb2b.neosolar.com.br,Kit Bomba Solar Centrífuga ZTROON - 3ZTPC5.2-75-96-750W - até 75m ou 31.200 L/dia (23759),Potência do Kit: 1360Wp | Vazão máxima: 31.200 L/dia | Altura Manométrica máxima: 75m | Composição: 4 Painéis Solares de 340Wp + 1 Bomba Solar submersa Centrífuga,Potência do Kit: 1360Wp | Vazão máxima: 31.200 L/dia | Altura Manométrica máxima: 75m | Composição: 4 Painéis Solares de 340Wp + 1 Bomba Solar submersa Centrífuga,"R$ 3.595,05",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/24021,https://portal.zydon.com.br/api/files/e3ef3254-b830-4c90-9e71-4cdc365b718a/content?ingress=portalb2b.neosolar.com.br,Kit Bomba Solar Helicoidal ZTROON - 3ZTS2.0-150-48-750W - até 150m ou 12.000L/dia,Potência do Kit: 1360Wp | Vazão máxima: 12.000L/dia | Altura Manométrica máxima: 150m | Composição: 4 Painéis Solares de 340Wp + 1 Bomba Solar submersa Helioidal.,Potência do Kit: 1360Wp | Vazão máxima: 12.000L/dia | Altura Manométrica máxima: 150m | Composição: 4 Painéis Solares de 340Wp + 1 Bomba Solar submersa Helioidal.,"R$ 3.441,16",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/20860,https://portal.zydon.com.br/api/files/63781a4b-0d21-413a-8e76-fa97645dbbe9/content?ingress=portalb2b.neosolar.com.br,"Bomba Solar ZTROON 3"" - 150m ou 10m³/dia | 3ZTS2.0-150-48-750W","Helicoidal | 750W | Conexão: 0,75"" | CC: 60-90Vcc | Sub. Máx: 30m | Apenas Água Limpa","Helicoidal | 750W | Conexão: 0,75"" | CC: 60-90Vcc | Sub. Máx: 30m | Apenas Água Limpa","R$ 1.686,59",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/23761,https://portal.zydon.com.br/api/files/a598cf98-81a3-4099-930d-631b798105d9/content?ingress=portalb2b.neosolar.com.br,Kit Bomba Solar Híbrida ZTROON - 4ZTLR11.5-100-200-1500-A/D - até 100m ou 69.000 L/dia (23761),Potência do Kit: 2.720Wp | Vazão máxima: 69.000 L/dia | Altura Manométrica máxima: 100m | Composição: 8 Painéis Solares de 340Wp + 1 Bomba Solar submersa Híbrida.,Potência do Kit: 2.720Wp | Vazão máxima: 69.000 L/dia | Altura Manométrica máxima: 100m | Composição: 8 Painéis Solares de 340Wp + 1 Bomba Solar submersa Híbrida.,"R$ 5.883,87",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/20868,https://portal.zydon.com.br/api/files/c3cc4bd2-96ce-412b-aec4-eb08b9db4aa7/content?ingress=portalb2b.neosolar.com.br,"Bomba Solar Híbrida ZTROON 4"" - 100m ou 57.5m³/dia | 4ZTLR11.5-100-200-1500-A/D","Híbrida | 2CV | Conexão: 2"" | CC: 110-400Vcc | CA: 110 - 250V | Sub. Máx: 40m | Água Limpa","Híbrida | 2CV | Conexão: 2"" | CC: 110-400Vcc | CA: 110 - 250V | Sub. Máx: 40m | Água Limpa","R$ 2.560,36",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/24607,https://portal.zydon.com.br/api/files/4449a6bc-4e2c-4b3c-aa81-4272e39780e1/content?ingress=portalb2b.neosolar.com.br,Kit Bomba Solar Helicoidal ZTROON - 3ZTS1.7-109-48-500W - até 900Wp,Potência do Kit: 900Wp | Vazão máxima: 8.500 L/dia | Altura Manométrica máxima: 109m | Composição: 4 Painéis Solares de 225Wp + 1 Bomba Solar submersa Helicoidal.,Potência do Kit: 900Wp | Vazão máxima: 8.500 L/dia | Altura Manométrica máxima: 109m | Composição: 4 Painéis Solares de 225Wp + 1 Bomba Solar submersa Helicoidal.,"R$ 2.339,85",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/20859,https://portal.zydon.com.br/api/files/0621ac19-b6a6-4ba6-aedd-228e57e3c5dd/content?ingress=portalb2b.neosolar.com.br,"Bomba Solar ZTROON 3"" - 109 m ou 8.5m³/dia | 3ZTS1.7-109-48-500W","Helicoidal | 500W | Conexão: 0,75"" | CC: 60-90Vcc | Sub. Máx: 30m | Apenas Água Limpa","Helicoidal | 500W | Conexão: 0,75"" | CC: 60-90Vcc | Sub. Máx: 30m | Apenas Água Limpa","R$ 1.525,89",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/20861,https://portal.zydon.com.br/api/files/6d85d17e-76a5-424a-864d-4fdf5a83ce0c/content?ingress=portalb2b.neosolar.com.br,"Bomba Solar ZTROON 3"" - 45m ou 25m³/dia | 3ZTPC5-45-48-500W","Centrífuga | 500W | Conexão: 1,5"" | CC: 60-90Vcc | Sub. Máx: 35m | Apenas Água Limpa","Centrífuga | 500W | Conexão: 1,5"" | CC: 60-90Vcc | Sub. Máx: 35m | Apenas Água Limpa","R$ 1.445,54",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/24594,https://portal.zydon.com.br/api/files/6fd654a3-7fae-4837-9068-0bab56a24ead/content?ingress=portalb2b.neosolar.com.br,Kit Bomba Solar Centrífuga ZTROON - 3ZTPC5-45-48-500W - até 900Wp,Potência do Kit: 900Wp | Vazão máxima: 30.000 L/dia | Altura Manométrica máxima: 45m | Composição: 4 Painéis Solares de 225Wp + 1 Bomba Solar submersa Centrífuga.,Potência do Kit: 900Wp | Vazão máxima: 30.000 L/dia | Altura Manométrica máxima: 45m | Composição: 4 Painéis Solares de 225Wp + 1 Bomba Solar submersa Centrífuga.,"R$ 2.424,50",​,
https://portalb2b.neosolar.com.br/novo-pedido/produto/21295,https://portal.zydon.com.br/api/files/fa844e2e-3f9d-4bae-b677-f72e0eb8776b/content?ingress=portalb2b.neosolar.com.br,"Bomba Solar Híbrida ZTROON 4"" - 203m ou 24m³/dia | 4ZTSC4.8-203-200-1500-A/D","Híbrida | 2CV | Conexão: 1,25"" | CC: 200-400Vcc | CA: 110-250V | Sub. Máx: 40m | Água Limpa","Híbrida | 2CV | Conexão: 1,25"" | CC: 200-400Vcc | CA: 110-250V | Sub. Máx: 40m | Água Limpa","R$ 2.816,49",​,
