MuiStack-root href,MuiTypography-root,MuiTypography-root 2,MuiTypography-root 3,MuiTypography-root 4,MuiButtonBase-root 3
https://portalb2b.neosolar.com.br/novo-pedido/produto/25076,"Kit de Energia Solar On Grid - 12,20kWp (P/ Madeira)","20x 610Wp Sunova | 10,0kW Mono 220V 3 MPPT AFCI - P/ Madeira","20x 610Wp Sunova | 10,0kW Mono 220V 3 MPPT AFCI - P/ Madeira",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/25074,"Kit de Energia Solar On Grid - 8,54kWp (P/ Madeira)","14x 610Wp Sunova | 7,5kW Mono 220V 3 MPPT AFCI -  P/ Madeira","14x 610Wp Sunova | 7,5kW Mono 220V 3 MPPT AFCI -  P/ Madeira",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/25090,"Kit de Energia Solar On Grid - 8,54kWp (P/ Mini Trilho)","14x 610Wp Sunova | 7,5kW Mono 220V 3 MPPT AFCI - P/ Mini Trilho","14x 610Wp Sunova | 7,5kW Mono 220V 3 MPPT AFCI - P/ Mini Trilho",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/25083,"Kit de Energia Solar On Grid - 9,15kWp (P/ Metal)","15x 610Wp Sunova | 7,5kW Mono 220V 3 MPPT AFCI - P/ Metal","15x 610Wp Sunova | 7,5kW Mono 220V 3 MPPT AFCI - P/ Metal",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/25087,"Kit de Energia Solar On Grid - 4,88kWp (P/ Mini Trilho)","8x 610Wp Sunova | 5,0kW Mono 220V 2 MPPT AFCI - P/ Mini Trilho","8x 610Wp Sunova | 5,0kW Mono 220V 2 MPPT AFCI - P/ Mini Trilho",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/25081,"Kit de Energia Solar On Grid - 7,32kWp (P/ Metal)","12x 610Wp Sunova | 6,0kW Mono 220V 2 MPPT AFCI - P/ Metal","12x 610Wp Sunova | 6,0kW Mono 220V 2 MPPT AFCI - P/ Metal",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/24981,"Kit de Energia Solar On Grid - 12,20kWp (Sem Estrutura)","20x 610Wp Sunova | 10,0kW Mono 220V 3 MPPT AFCI","20x 610Wp Sunova | 10,0kW Mono 220V 3 MPPT AFCI",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/24978,"Kit de Energia Solar On Grid - 7,32kWp (Sem Estrutura)","12x 610Wp Sunova | 6,0kW Mono 220V 2 MPPT AFCI","12x 610Wp Sunova | 6,0kW Mono 220V 2 MPPT AFCI",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/21132,"Kit Gerador Energia Solar 0,59 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel Luxen (Mini Trilho)","Compre múltiplos p/ maiores potências |  Energia: até 71 kWh/mês | Potência: 595 kWp | Paineis: 1x 595Wp | Microinversor: Deye de 2000W | Estrutura: Mini Trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 71 kWh/mês | Potência: 595 kWp | Paineis: 1x 595Wp | Microinversor: Deye de 2000W | Estrutura: Mini Trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/21238,"Kit Gerador Energia Solar 2,32 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel OSDA (Para Laje)","Compre múltiplos p/ maiores potências |  Energia: até 278 kWh/mês | Potência: 2,32 kWp | Paineis: 4x 580Wp | Microinversor: Deye de 2000W | Estrutura: Para Laje | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 278 kWh/mês | Potência: 2,32 kWp | Paineis: 4x 580Wp | Microinversor: Deye de 2000W | Estrutura: Para Laje | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/21239,"Kit Gerador Energia Solar 2,32 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel OSDA (Mini Trilho)","Compre múltiplos p/ maiores potências |  Energia: até 278 kWh/mês | Potência: 2,32 kWp | Paineis: 4x 580Wp | Microinversor: Deye de 2000W | Estrutura: Mini Trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 278 kWh/mês | Potência: 2,32 kWp | Paineis: 4x 580Wp | Microinversor: Deye de 2000W | Estrutura: Mini Trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/21403,"Kit Gerador Energia Solar 0,57 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel OSDA (Laje)","Compre múltiplos p/ maiores potências |  Energia: até 69 kWh/mês | Potência: 0,57 kWp | Paineis: 1x 575Wp | Microinversor: Deye de 2000W | Estrutura: Laje | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 69 kWh/mês | Potência: 0,57 kWp | Paineis: 1x 575Wp | Microinversor: Deye de 2000W | Estrutura: Laje | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/21793,"Kit Gerador Energia Solar 0,58 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel OSDA (Solo)","Compre múltiplos p/ maiores potências | Energia: até 69 kWh/mês | Potência: 0,58 kWp | Paineis: 1x 580Wp | Microinversor: Deye de 2000W | Estrutura: Solo | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências | Energia: até 69 kWh/mês | Potência: 0,58 kWp | Paineis: 1x 580Wp | Microinversor: Deye de 2000W | Estrutura: Solo | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/21399,"Kit Gerador Energia Solar 0,57 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel OSDA (Sem Estrutura","Compre múltiplos p/ maiores potências |  Energia: até 69 kWh/mês | Potência: 0,57 kWp | Paineis: 1x 575Wp | Microinversor: Deye de 2000W | Estrutura: Sem Estrutura | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 69 kWh/mês | Potência: 0,57 kWp | Paineis: 1x 575Wp | Microinversor: Deye de 2000W | Estrutura: Sem Estrutura | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/23092,"Kit Gerador Energia Solar 1,75 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel OSDA","Compre múltiplos p/ maiores potências |  Energia: até 210 kWh/mês | Potência: 1,75 kWp | Paineis: 3x 585Wp | Microinversor: Deye de 2250W | Estrutura: Mini trilho| Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 210 kWh/mês | Potência: 1,75 kWp | Paineis: 3x 585Wp | Microinversor: Deye de 2250W | Estrutura: Mini trilho| Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/23096,"Kit Gerador Energia Solar 1,75 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel OSDA","Compre múltiplos p/ maiores potências |  Energia: até 210 kWh/mês | Potência: 1,75 kWp | Paineis: 3x 585Wp | Microinversor: Deye de 2250W | Estrutura: Para solo | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 210 kWh/mês | Potência: 1,75 kWp | Paineis: 3x 585Wp | Microinversor: Deye de 2250W | Estrutura: Para solo | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22978,"Kit Gerador Energia Solar 0,58 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel OSDA- Mini Trilho","Compre múltiplos p/ maiores potências |  Energia: até 69 kWh/mês | Potência: 0,58 kWp | Paineis: 1x 580Wp | Microinversor: Deye de 2250W | Estrutura: Mini Trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 69 kWh/mês | Potência: 0,58 kWp | Paineis: 1x 580Wp | Microinversor: Deye de 2250W | Estrutura: Mini Trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/23077,"Kit Gerador Energia Solar 0,58 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel OSDA - Cerâmica","Energia: até 70 kWh/mês | Potência: 0,58 kWp | Paineis: 1x 585Wp | Microinversor: Deye de 2250W | Estrutura: Cerâmica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Energia: até 70 kWh/mês | Potência: 0,58 kWp | Paineis: 1x 585Wp | Microinversor: Deye de 2250W | Estrutura: Cerâmica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/23089,"Kit Gerador Energia Solar 1,17 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel OSDA - Solo","Energia: até 140 kWh/mês | Potência: 1,17 kWp | Paineis: 2x 585Wp | Microinversor: Deye de 2250W | Estrutura: Solo | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Energia: até 140 kWh/mês | Potência: 1,17 kWp | Paineis: 2x 585Wp | Microinversor: Deye de 2250W | Estrutura: Solo | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22887,"Kit Gerador Energia Solar 2,32 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel OSDA- Laje","Compre múltiplos p/ maiores potências |  Energia: até 278 kWh/mês | Potência: 2,32 kWp | Paineis: 4x 580Wp | Microinversor: Deye de 2250W | Estrutura: Laje | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380V","Compre múltiplos p/ maiores potências |  Energia: até 278 kWh/mês | Potência: 2,32 kWp | Paineis: 4x 580Wp | Microinversor: Deye de 2250W | Estrutura: Laje | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22939,"Kit Gerador Energia Solar 1,66 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel ReneSola- Mini Trilho","Compre múltiplos p/ maiores potências |  Energia: até 200 kWh/mês | Potência: 1,66 kWp | Paineis: 3x 555Wp | Microinversor: Deye de 2250W | Estrutura: Mini Trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 200 kWh/mês | Potência: 1,66 kWp | Paineis: 3x 555Wp | Microinversor: Deye de 2250W | Estrutura: Mini Trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22945,"Kit Gerador Energia Solar 2,22 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel ReneSola- Cerâmica","Compre múltiplos p/ maiores potências |  Energia: até 266 kWh/mês | Potência: 2,22 kWp | Paineis: 4x 555Wp | Microinversor: Deye de 2250W | Estrutura: Cerâmica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 266 kWh/mês | Potência: 2,22 kWp | Paineis: 4x 555Wp | Microinversor: Deye de 2250W | Estrutura: Cerâmica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22949,"Kit Gerador Energia Solar 2,22 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel ReneSola- Laje","Compre múltiplos p/ maiores potências |  Energia: até 266 kWh/mês | Potência: 2,22 kWp | Paineis: 4x 555Wp | Microinversor: Deye de 2250W | Estrutura: Laje | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 266 kWh/mês | Potência: 2,22 kWp | Paineis: 4x 555Wp | Microinversor: Deye de 2250W | Estrutura: Laje | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22984,"Kit Gerador Energia Solar 1,16 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel OSDA- Cerâmica","Compre múltiplos p/ maiores potências |  Energia: até 139 kWh/mês | Potência: 1,16 kWp | Paineis: 2x 580Wp | Microinversor: Deye de 2250W | Estrutura: Cerâmica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 139 kWh/mês | Potência: 1,16 kWp | Paineis: 2x 580Wp | Microinversor: Deye de 2250W | Estrutura: Cerâmica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22977,"Kit Gerador Energia Solar 0,58 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel OSDA- Cerâmica","Compre múltiplos p/ maiores potências |  Energia: até 69 kWh/mês | Potência: 0,58 kWp | Paineis: 1x 580Wp | Microinversor: Deye de 2250W | Estrutura: Cerâmica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 69 kWh/mês | Potência: 0,58 kWp | Paineis: 1x 580Wp | Microinversor: Deye de 2250W | Estrutura: Cerâmica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22947,"Kit Gerador Energia Solar 2,22 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel ReneSola- Madeira","Compre múltiplos p/ maiores potências |  Energia: até 266 kWh/mês | Potência: 2,22 kWp | Paineis: 4x 555Wp | Microinversor: Deye de 2250W | Estrutura: Madeira | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 266 kWh/mês | Potência: 2,22 kWp | Paineis: 4x 555Wp | Microinversor: Deye de 2250W | Estrutura: Madeira | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22951,"Kit Gerador Energia Solar 2,22 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel ReneSola","Compre múltiplos p/ maiores potências |  Energia: até 266 kWh/mês | Potência: 2,22 kWp | Paineis: 4x 555Wp | Microinversor: Deye de 2250W | Estrutura: Sem estrutura | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 266 kWh/mês | Potência: 2,22 kWp | Paineis: 4x 555Wp | Microinversor: Deye de 2250W | Estrutura: Sem estrutura | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22937,"Kit Gerador Energia Solar 1,11 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel ReneSola | Sem estrutura","Compre múltiplos p/ maiores potências |  Energia: até 133 kWh/mês | Potência: 1,11 kWp | Paineis: 2x 555Wp | Microinversor: Deye de 2250W | Estrutura: Sem Estrutura | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 133 kWh/mês | Potência: 1,11 kWp | Paineis: 2x 555Wp | Microinversor: Deye de 2250W | Estrutura: Sem Estrutura | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/23095,"Kit Gerador Energia Solar 1,75 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel OSDA","Compre múltiplos p/ maiores potências |  Energia: até 210 kWh/mês | Potência: 1,75 kWp | Paineis: 3x 585Wp | Microinversor: Deye de 2250W | Estrutura: Para laje | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 210 kWh/mês | Potência: 1,75 kWp | Paineis: 3x 585Wp | Microinversor: Deye de 2250W | Estrutura: Para laje | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22987,"Kit Gerador Energia Solar 1,16 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel OSDA- Metálica","Compre múltiplos p/ maiores potências |  Energia: até 139 kWh/mês | Potência: 1,16 kWp | Paineis: 2x 580Wp | Microinversor: Deye de 2250W | Estrutura: Metálica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 139 kWh/mês | Potência: 1,16 kWp | Paineis: 2x 580Wp | Microinversor: Deye de 2250W | Estrutura: Metálica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22980,"Kit Gerador Energia Solar 0,58 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel OSDA- Metálica","Compre múltiplos p/ maiores potências |  Energia: até 69 kWh/mês | Potência: 0,58 kWp | Paineis: 1x 580Wp | Microinversor: Deye de 2250W | Estrutura: Metálica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 69 kWh/mês | Potência: 0,58 kWp | Paineis: 1x 580Wp | Microinversor: Deye de 2250W | Estrutura: Metálica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22994,"Kit Gerador Energia Solar 1,74 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel OSDA- Metálica","Compre múltiplos p/ maiores potências |  Energia: até 208 kWh/mês | Potência: 1,74 kWp | Paineis: 3x 580Wp | Microinversor: Deye de 2250W | Estrutura: Metálica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 208 kWh/mês | Potência: 1,74 kWp | Paineis: 3x 580Wp | Microinversor: Deye de 2250W | Estrutura: Metálica | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22988,"Kit Gerador Energia Solar 1,16 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel OSDA- Laje","Compre múltiplos p/ maiores potências |  Energia: até 139 kWh/mês | Potência: 1,16 kWp | Paineis: 2x 580Wp | Microinversor: Deye de 2250W | Estrutura: Laje | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 139 kWh/mês | Potência: 1,16 kWp | Paineis: 2x 580Wp | Microinversor: Deye de 2250W | Estrutura: Laje | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22999,"Kit Gerador Energia Solar 2,32 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel OSDA- Mini Trilho","Compre múltiplos p/ maiores potências |  Energia: até 278 kWh/mês | Potência: 2,32 kWp | Paineis: 4x 580Wp | Microinversor: Deye de 2250W | Estrutura: Mini Trilho| Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 278 kWh/mês | Potência: 2,32 kWp | Paineis: 4x 580Wp | Microinversor: Deye de 2250W | Estrutura: Mini Trilho| Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22983,"Kit Gerador Energia Solar 0,58 kWp - Microinversor Deye c/ Wifi SUN2250 - Painel OSDA","Compre múltiplos p/ maiores potências |  Energia: até 69 kWh/mês | Potência: 0,58 kWp | Paineis: 1x 580Wp | Microinversor: Deye de 2250W | Estrutura: Sem Estrutura | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Compre múltiplos p/ maiores potências |  Energia: até 69 kWh/mês | Potência: 0,58 kWp | Paineis: 1x 580Wp | Microinversor: Deye de 2250W | Estrutura: Sem Estrutura | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22209,"Kit Gerador Energia Solar 0,55 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel Sunova (Mini Trilho)","Energia: até 66 kWh/mês | Potência: 0,55 kWp | Paineis: 1x 550Wp | Microinversor: Deye de 2000W | Estrutura: Mini Trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Energia: até 66 kWh/mês | Potência: 0,55 kWp | Paineis: 1x 550Wp | Microinversor: Deye de 2000W | Estrutura: Mini Trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22226,"Kit Gerador Energia Solar 1,65 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel Sunova (Solo)","Energia: até 198 kWh/mês | Potência: 1,65 kWp | Paineis: 3x 550Wp | Microinversor: Deye de 2000W | Estrutura: P/ Solo| Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Energia: até 198 kWh/mês | Potência: 1,65 kWp | Paineis: 3x 550Wp | Microinversor: Deye de 2000W | Estrutura: P/ Solo| Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22232,"Kit Gerador Energia Solar 2,20 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel Sunova (Metal)","Energia: até 264 kWh/mês | Potência: 2,20 kWp | Paineis: 4x 550Wp | Microinversor: Deye de 2000W | Estrutura: Metal | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Energia: até 264 kWh/mês | Potência: 2,20 kWp | Paineis: 4x 550Wp | Microinversor: Deye de 2000W | Estrutura: Metal | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22228,"Kit Gerador Energia Solar 2,20 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel Sunova (Laje)","Energia: até 264 kWh/mês | Potência: 2,20 kWp | Paineis: 4x 550Wp | Microinversor: Deye de 2000W | Estrutura:P/ Laje | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Energia: até 264 kWh/mês | Potência: 2,20 kWp | Paineis: 4x 550Wp | Microinversor: Deye de 2000W | Estrutura:P/ Laje | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22230,"Kit Gerador Energia Solar 2,20 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel Sunova (Mini Trilho)","Energia: até 264 kWh/mês | Potência: 2,20 kWp | Paineis: 4x 550Wp | Microinversor: Deye de 2000W | Estrutura: Mini Trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca:127/220 V ou 220/380 V","Energia: até 264 kWh/mês | Potência: 2,20 kWp | Paineis: 4x 550Wp | Microinversor: Deye de 2000W | Estrutura: Mini Trilho | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca:127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22234,"Kit Gerador Energia Solar 2,20 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel Sunova","Energia: até 264 kWh/mês | Potência: 2,20 kWp | Paineis: 4x 550Wp | Microinversor: Deye de 2000W | Estrutura: Selecionável | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Energia: até 264 kWh/mês | Potência: 2,20 kWp | Paineis: 4x 550Wp | Microinversor: Deye de 2000W | Estrutura: Selecionável | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22502,"Kit Gerador Energia Solar 1,11 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel ReneSola (Para Solo)","Energia: até 133 kWh/mês | Potência: 1,11 kWp | Paineis: 2x 555Wp | Microinversor: Deye de 2000W | Estrutura: Para Solo | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Energia: até 133 kWh/mês | Potência: 1,11 kWp | Paineis: 2x 555Wp | Microinversor: Deye de 2000W | Estrutura: Para Solo | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
https://portalb2b.neosolar.com.br/novo-pedido/produto/22500,"Kit Gerador Energia Solar 1,11 kWp - Microinversor Deye c/ Wifi SUN2000 - Painel ReneSola (Madeira)","Energia: até 133 kWh/mês | Potência: 1,11 kWp | Paineis: 2x 555Wp | Microinversor: Deye de 2000W | Estrutura: Madeira | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V","Energia: até 133 kWh/mês | Potência: 1,11 kWp | Paineis: 2x 555Wp | Microinversor: Deye de 2000W | Estrutura: Madeira | Acessórios: Conectores CA + MC4, Cabo CC, Endcap | Vca: 127/220 V ou 220/380 V",,Indisponível
