id,sku,name,manufacturer,model,category,price_brl,power_w,efficiency,voltage_v,current_a,image_path,source,availability,description,image_tier,specs_count
"neosolar_kits_26696","26696","https://portal.zydon.com.br/api/files/b25025f7-5a76-4353-80bd-8f1b673e0215/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","0","","","","5","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_26696.jpg","portalb2b.neosolar.com.br","false","""Kit de Energia Solar Off Grid c/ Inv-car - 1","high","1"
"neosolar_kits_26700","26700","https://portal.zydon.com.br/api/files/d2fc71b6-85bd-44bc-b4cb-e66892bc9044/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","0","","","","","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_26700.jpg","portalb2b.neosolar.com.br","false","""Kit de Energia Solar Off Grid c/ Inv-car - 6","high","0"
"neosolar_kits_25053","25053","https://portal.zydon.com.br/api/files/cbedc1f2-f5a1-456f-a3f9-45152c6f2ed9/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","4624","680","","24","5","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_25053.jpg","portalb2b.neosolar.com.br","true","Kit Energia Solar Off Grid - 680Wp 220Ah/24V (25053)","high","3"
"neosolar_kits_26968","26968","https://portal.zydon.com.br/api/files/5e05efaf-e906-478e-aecf-c3449d06dcbd/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","0","","","","","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_26968.jpg","portalb2b.neosolar.com.br","false","""Kit de Energia Solar Off Grid c/ Inv-car - 2","high","0"
"neosolar_kits_26991","26991","https://portal.zydon.com.br/api/files/300c2b14-0c93-463c-b01d-45e19c3575dd/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","0","","","","","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_26991.jpg","portalb2b.neosolar.com.br","false","""Kit de Energia Solar Off Grid c/ Inv-car - 6","high","0"
"neosolar_kits_26975","26975","https://portal.zydon.com.br/api/files/780b0379-b08d-4364-b78e-98269de37d9d/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","0","","","","","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_26975.jpg","portalb2b.neosolar.com.br","false","""Kit de Energia Solar Off Grid c/ Inv-car - 6","high","0"
"neosolar_kits_26984","26984","https://portal.zydon.com.br/api/files/bf81a2d8-46ee-4c08-8e52-264d526dd97c/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","0","","","","81","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_26984.jpg","portalb2b.neosolar.com.br","false","""Kit de Energia Solar Off Grid c/ Inv-car - 2","high","1"
"neosolar_kits_26971","26971","https://portal.zydon.com.br/api/files/5801b467-d646-498f-8486-895e733d5c49/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","0","","","","","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_26971.jpg","portalb2b.neosolar.com.br","false","""Kit de Energia Solar Off Grid c/ Inv-car - 3","high","0"
"neosolar_kits_26972","26972","https://portal.zydon.com.br/api/files/45bae92c-1b7e-4f51-b5fb-30466040b4f4/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","0","","","","","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_26972.jpg","portalb2b.neosolar.com.br","false","""Kit de Energia Solar Off Grid c/ Inv-car - 3","high","0"
"neosolar_kits_26969","26969","https://portal.zydon.com.br/api/files/6aac6b46-1e2c-4ab8-96fc-8810e4c94c70/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","0","","","","6","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_26969.jpg","portalb2b.neosolar.com.br","false","""Kit de Energia Solar Off Grid c/ Inv-car - 3","high","1"
"neosolar_kits_26970","26970","https://portal.zydon.com.br/api/files/a0758e5f-5841-4c29-80a2-cdf86cc835b4/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","0","","","","80","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_26970.jpg","portalb2b.neosolar.com.br","false","""Kit de Energia Solar Off Grid c/ Inv-car - 1","high","1"
"neosolar_kits_26988","26988","https://portal.zydon.com.br/api/files/89e94cb3-8b98-4184-8358-2a51f2c37b34/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","0","","","","2","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_26988.jpg","portalb2b.neosolar.com.br","false","""Kit de Energia Solar Off Grid c/ Inv-car - 3","high","1"
"neosolar_kits_26987","26987","https://portal.zydon.com.br/api/files/39524f16-af32-4ab8-a36a-486ed640779a/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","0","","","","4","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_26987.jpg","portalb2b.neosolar.com.br","false","""Kit de Energia Solar Off Grid c/ Inv-car - 3","high","1"
"neosolar_kits_26986","26986","https://portal.zydon.com.br/api/files/df9282cd-5704-4985-85db-8a8a04479ab7/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","0","","","","8","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_26986.jpg","portalb2b.neosolar.com.br","false","""Kit de Energia Solar Off Grid c/ Inv-car - 1","high","1"
"neosolar_kits_26985","26985","https://portal.zydon.com.br/api/files/57faf78c-278e-4087-88e2-9deb009f03cf/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","0","","","","","/static/images-catálogo_distribuidores/NEOSOLAR-KITS/neosolar_kits_26985.jpg","portalb2b.neosolar.com.br","false","""Kit de Energia Solar Off Grid c/ Inv-car - 3","high","0"
"neosolar_kits_25046","25046","https://portal.zydon.com.br/api/files/7b6f0b2b-afd9-4fa1-8956-5e84a158ca26/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","1423","160","","12","84","/static/images-catálogo_distribuidores/NEOSOLAR-INVERTERS/NEOSOLAR_INVERTERS_25046.jpg","portalb2b.neosolar.com.br","false","Kit Energia Solar Off Grid - 160Wp 105Ah/12V (25046)","high","3"
"neosolar_kits_22691","22691","https://portal.zydon.com.br/api/files/48e603cd-6d4c-4263-ba93-96468c7f7cd1/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","0","1380","","48","200","/static/images-catálogo_distribuidores/NEOSOLAR-INVERTERS/NEOSOLAR_INVERTERS_22691.jpg","portalb2b.neosolar.com.br","false","Kit Energia Solar Off Grid s/ Inversor - 1.38kWp 200Ah 48V Lítio (22691)","high","3"
"neosolar_kits_22690","22690","https://portal.zydon.com.br/api/files/6718996f-f280-43a1-ae3e-0ec159034560/content?ingress=portalb2b.neosolar.com.br","NEOSOLAR","","kits","0","1380","","48","43","/static/images-catálogo_distribuidores/NEOSOLAR-INVERTERS/NEOSOLAR_INVERTERS_22690.jpg","portalb2b.neosolar.com.br","false","Kit Energia Solar Off Grid s/ Inversor - 1.38kWp 100Ah 48V Lítio (22690)","high","3"
"FOTUS-KP-113kWp-Ceramico-kits","kits","KP04 - SOLAR N PLUS | 570W N-TYPE BIFACIAL DG (22,1% EF.) | FRAME DE FIBRA DE VIDRO - MICROINVERSOR DEYE 2.25KW - 1,14 kWp - Cerâmico - CD ESPÍRITO SANTO","undefined","","inverters","2507.99","570","","","","/static/images-catálogo_distribuidores/FOTUS-KITS/FOTUS-KP02-1065kWp-Ceramico-kits.jpg","","true","KP04 - SOLAR N PLUS | 570W N-TYPE BIFACIAL DG (22,1% EF.) | FRAME DE FIBRA DE VIDRO - MICROINVERSOR DEYE 2.25KW - 1,14 kWp - Cerâmico - CD ESPÍRITO SANTO","","1"
